ISBN,title,authors,books_count
2898012263288,The Snowy Day,Ezra Jack Keats,98
2898677312888,To the Nines,Janet Evanovich,53
2898773062673,Where We Belong,Emily Giffin,269
2899225331459,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,13
2901079090379,The Signature of All Things,Elizabeth Gilbert,21
2904488175141,"Eats, Shoots and Leaves",Lynne Truss,65
2911131211946,Dead Witch Walking,Kim Harrison,89
2911635961159,The Night Before Christmas,"Clement C. Moore, Jan Brett",56
2911999297529,An Echo in the Bone,Diana Gabaldon,107
2913076330837,Unearthly,Cynthia Hand,84
2913935065690,The Case for Christ,Lee Strobel,146
2918538207214,Knife of Dreams,Robert Jordan,130
2921174905676,Hoot,Carl Hiaasen,59
2921391437382,eneis,"Virgil, Robert Fitzgerald",113
2922428180245,This is How You Lose Her,Junot Deaz,39
2930128100151,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,59
2938026906161,It's Not Summer Without You,Jenny Han,162
2938111232394,Pushing the Limits,Katie McGarry,48
2941053013040,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",67
2941994706761,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",72
2947330015840,The Long Walk,"Richard Bachman, Stephen King",56
2947502689323,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",116
2948223748804,Messenger ,Lois Lowry,66
2953184771359,Lover Revealed,J.R. Ward,60
2953840532230,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",142
2955791208657,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",116
2955821465622,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,55
2957020474062,Never Too Far ,Abbi Glines,36
2957335990581,State of Fear,Michael Crichton,25
2961231732196,The Statistical Probability of Love at First Sight,Jennifer E. Smith,54
2961980976935,The Golem's Eye,Jonathan Stroud,45
2964048122931,Still Life with Woodpecker,Tom Robbins,40
2964701221855,Those Who Save Us,Jenna Blum,67
2964882609425,The Broker,John Grisham,124
2966785415778,Across the Universe,Beth Revis,72
2966980500104,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,38
2970073159190,Blood Rites,Jim Butcher,56
2970283297452,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",3
2975359930819,The Silent Wife,A.S.A. Harrison,53
2978299347679,How to Be a Woman,Caitlin Moran,41
2980242518215,A Court of Mist and Fury,Sarah J. Maas,52
2983458948462,Life,Keith Richards,53
2986817225154,Unaccustomed Earth,Jhumpa Lahiri,59
2989725736257,The Pilot's Wife,Anita Shreve,830
2990638723960,White Noise,Don DeLillo,56
2991390421945,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,127
2992816545970,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,43
2994765621766,Blankets,Craig Thompson,48
2996628409649,The Story of Edgar Sawtelle,David Wroblewski,52
2999213621224,Drowning Ruth,Christina Schwarz,103
2999808588974,Post Office,Charles Bukowski,19
3002545012427,All the Pretty Horses,Cormac McCarthy,109
3004386700453,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","Arthur Conan Doyle, Kyle Freeman",66
3005582436118,"One Piece, Volume 01",Eiichir,56
3009403708864,The Last Unicorn,Peter S. Beagle,52
3010075758548,Magyk,Angie Sage,22
3012272094447,Fever 1793,Laurie Halse Anderson,44
3019520253164,The Likeness,Tana French,83
3021851505871,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,42
3022704456272,The Jungle Book,Rudyard Kipling,97
3023025270104,I Am Pilgrim,Terry Hayes,59
3023259280923,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",80
3025110487751,Don't Sweat the Small Stuff,Richard Carlson,40
3025126487668,Go the Fuck to Sleep,"Adam Mansbach, Ricardo Cortes",43
3025369535584,Mostly Harmless,Douglas Adams,104
3025995026081,Benjamin Franklin: An American Life,Walter Isaacson,56
3027720270680,The Tiger's Wife,Tea Obreht,94
3030442033594,Poison Study,Maria V. Snyder,40
3032273182201,Lover Unbound,J.R. Ward,56
3032501101783,Going Postal,Terry Pratchett,65
3032865149127,The Book of Mormon,"Anonymous, Joseph Smith Jr.",56
3033025343251,The Mist,Stephen King,39
3033320253623,Dead Beat,Jim Butcher,56
3037704749417,Golden Son,Pierce Brown,69
3038427351770,Night Watch,Terry Pratchett,77
3042003666856,The Light Fantastic,Terry Pratchett,81
3043219839335,What the Dog Saw and Other Adventures,Malcolm Gladwell,68
3044075534990,Pretty Girls,Karin Slaughter,1004
3045961289381,Last Argument of Kings,Joe Abercrombie,40
3046801956635,Revival,Stephen King,70
3047136882458,Horton Hears a Who!,Dr. Seuss,43
3047940913866,The Blind Side: Evolution of a Game,Michael   Lewis,131
3048039606134,Lirael,Garth Nix,106
3055655958464,School's Out Forever,James Patterson,117
3056839762352,Winter,Marissa Meyer,46
3058297695999,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,"Robert Louis Stevenson, Robert Mighall",73
3060278101030,The Hunger Games Tribute Guide,Emily Seife,98
3061311920460,The Painted Man,Peter V. Brett,27
3061405384322,The Pilgrim's Progress,John Bunyan,56
3061709995228,One Shot,Lee Child,46
3064717947743,The Serpent's Shadow,Rick Riordan,1306
3067644556894,Duma Key,Stephen King,1
3069509432931,The Shifting Fog,Kate Morton,47
3071347176445,Winter's Heart ,Robert Jordan,82
3071793262667,Proven Guilty,Jim Butcher,51
3072757827383,The Heart is a Lonely Hunter,Carson McCullers,107
3074436654981,The Infinite Sea,Rick Yancey,30
3074750850684,The Once and Future King,T.H. White,59
3076011202326,Small Gods,Terry Pratchett,71
3076066545552,"Bud, Not Buddy",Christopher Paul Curtis,52
3084068683839,Fun Home: A Family Tragicomic,Alison Bechdel,65
3084917404792,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,343
3086127779437,The Indian in the Cupboard,Lynne Reid Banks,35
3086365270598,A Memory of Light,"Robert Jordan, Brandon Sanderson",30
3088071636198,Me and Earl and the Dying Girl,Jesse Andrews,63
3089006872466,The Ugly Truth,Jeff Kinney,62
3091389677875,Janet Evanovich Three and Four Two-Book Set ,Janet Evanovich,117
3094527217469,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,61
3094689254898,2nd Chance,"James Patterson, Andrew Gross",12
3095527581776,The Complete Maus,Art Spiegelman,60
3097228903338,The Eyre Affair,Jasper Fforde,76
3101255694984,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick Gress",37
3101604852145,Sideways Stories from Wayside School ,"Louis Sachar, Adam McCauley",35
3102859568402,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",69
3104723889765,The Bone Clocks,David Mitchell,72
3105877435556,Black and Blue,Anna Quindlen,17
3106658755562,Origins ,"L.J. Smith, Kevin Williamson, Julie Plec",40
3108167588761,The Last Juror,John Grisham,32
3113733240233,Diary,Chuck Palahniuk,13
3113848261153,Eleven on Top,Janet Evanovich,67
3115778146721,Tintenblut,"Cornelia Funke, Anthea Bell",193
3117691954629,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,107
3118929851901,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,60
3119708687028,White Night,Jim Butcher,105
3122649036923,The Miniaturist,Jessie Burton,121
3123213946634,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",59
3123969662748,The Lost Colony,Eoin Colfer,31
3124532375638,Extras,Scott Westerfeld,12
3126894625585,The Burning Bridge,John Flanagan,138
3129168118634,The Book of Life,Deborah Harkness,68
3129764411001,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,109
3131719653016,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",81
3131944492504,Horns,Joe Hill,51
3134600733254,Catherine the Great: Portrait of a Woman,Robert K. Massie,42
3134746036337,The Year of the Flood,Margaret Atwood,85
3135037491726,Winter Garden,Kristin Hannah,6
3137316880901,The King of Torts,John Grisham,64
3139874020548,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",33
3141442454791,The 3 Mistakes of My Life,Chetan Bhagat,75
3142668041499,The Murder of Roger Ackroyd,Agatha Christie,71
3144061431898,Native Son ,Richard Wright,2
3144468846883,Shadow's Edge,Brent Weeks,72
3145995298894,Under the Never Sky,Veronica Rossi,103
3149595821494,True Believer,Nicholas Sparks,80
3149880998827,The Lean Startup,Eric Ries,4
3150793807086,The Golden Lily,Richelle Mead,4
3152242006723,Chasing Harry Winston,Lauren Weisberger,34
3154761162415,Magician's Gambit,David Eddings,94
3157423457109,The Stand: Captain Trips,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",60
3158460516010,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,38
3159838344890,A Long Way Down,Nick Hornby,37
3160503837244,Out from Boneville,"Jeff Smith, Steve Hamaker",101
3163098641535,Rose Madder,Stephen King,59
3163510113584,Die Trying ,Lee Child,48
3167641693527,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",82
3172167400214,Keeping Faith,Jodi Picoult,16
3178562267846,Heart-Shaped Box,Joe Hill,157
3183677518816,Cabin Fever,Jeff Kinney,33
3185090937108,Beyond the Shadows ,Brent Weeks,98
3187477393441,Everyone Worth Knowing,Lauren Weisberger,69
3189956464514,Redwall,Brian Jacques,79
3191298336351,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",52
3191872131944,The Woman in Cabin 10,Ruth Ware,73
3194400937234,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,54
3196270117657,Sophie's Choice,William Styron,72
3200256962661,Shopaholic and Sister,Sophie Kinsella,13
3200923143085,The Iron Daughter,Julie Kagawa,8
3208411835072,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,33
3213738946085,The Age of Miracles,Karen Thompson Walker,82
3216964150307,Have a Little Faith: A True Story,Mitch Albom,56
3219889701318,My Life in France,"Julia Child, Alex Prud'Homme",111
3220115409664,The Rosie Effect,Graeme Simsion,57
3220306433948,The Secret of the Nagas.,Amish Tripathi,18
3222500394682,Ham on Rye,Charles Bukowski,296
3225605785415,Flipped,Wendelin Van Draanen,103
3225701251357,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",38
3228876170933,Make Way for Ducklings,Robert McCloskey,57
3230910297331,Relic,"Douglas Preston, Lincoln Child",94
3230967600777,Notes from a Small Island,Bill Bryson,47
3231092083794,Small Favor,Jim Butcher,35
3232055323201,The Walking Dead Compendium Volume 1,Robert Kirkman,89
3234187335377,Princess Academy,Shannon Hale,55
3238358022356,"Everything, Everything","Nicola Yoon, David Yoon",18
3239160486077,Pygmalion,George Bernard Shaw,1
3239778328585,Flight Behavior,Barbara Kingsolver,89
3240582139555,Grip of the Shadow Plague,Brandon Mull,35
3241254689415,Bridget Jones: The Edge of Reason,Helen Fielding,123
3244774914116,Captain Corelli's Mandolin,Louis de Bernieres,98
3245373848624,At First Sight,Nicholas Sparks,60
3249360384584,Down Under,Bill Bryson,50
3251373526037,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,83
3254868863318,The Orphan Master's Son,Adam Johnson,77
3256788668667,Enchanters' End Game,David Eddings,39
3258354285500,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",85
3258581016008,The Chosen,Chaim Potok,86
3263587446390,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ",983
3263609470482,El juego del engel,"Carlos Ruiz Zafen, Lucia Graves",37
3269559323892,Where Rainbows End,Cecelia Ahern,1056
3269614220373,Amelia Bedelia,"Peggy Parish, Fritz Siebel",118
3269772342570,This Man,Jodi Ellen Malpas,89
3270889964197,A Dog's Purpose ,W. Bruce Cameron,44
3272652796751,An Ember in the Ashes,Sabaa Tahir,36
3274003474449,"Lover Enshrined, part one",J.R. Ward,87
3274812868683,The Golem and the Jinni,Helene Wecker,52
3275156603248,The Slippery Slope,"Lemony Snicket, Brett Helquist",38
3275293845413,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",60
3275449361075,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,37
3276837096595,Furies of Calderon ,Jim Butcher,85
3278726322919,Alanna: The First Adventure,Tamora Pierce,45
3280670922758,Her Fearful Symmetry,Audrey Niffenegger,28
3281591876815,The Boston Girl,Anita Diamant,62
3281797423609,"Lover Enshrined, part two",J.R. Ward,98
3283117592520,The Fall of Hyperion,Dan Simmons,63
3283173740557,The Black Dahlia,James Ellroy,31
3284912510426,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",7
3286284833155,Wild Swans: Three Daughters of China,Jung Chang,50
3287632263170,"Go, Dog. Go!",P.D. Eastman,86
3288038872068,On the Banks of Plum Creek  ,"Laura Ingalls Wilder, Garth Williams",416
3290225864065,Finders Keepers,Stephen King,38
3290690829855,The Strain,"Guillermo del Toro, Chuck Hogan",31
3292058067574,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",141
3296586836669,Old Yeller,Fred Gipson,105
3297698198937,Born Standing Up: A Comic's Life,Steve Martin,80
3299296730560,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,76
3299724021085,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,639
3300221775140,The Borrowers Afield,"Mary Norton, Beth Krush, Joe Krush",55
3300847813882,Hearts in Atlantis,Stephen King,55
3301380099068,Small Great Things,Jodi Picoult,60
3303100378628,The Queen's Fool,Philippa Gregory,79
3306623255849,Days of Blood & Starlight,Laini Taylor,94
3311178275891,Jitterbug Perfume,Tom Robbins,178
3311588122861,The Battle for Skandia ,John Flanagan,166
3311942916028,The Darkest Minds,Alexandra Bracken,36
3314730144251,O Zahir,"Paulo Coelho, Margaret Jull Costa",42
3316875406350,The Power of Positive Thinking,Norman Vincent Peale,77
3323030793553,"In a Dark, Dark Wood ",Ruth Ware,71
3323227534428,The House of Mirth,"Edith Wharton, Nina Bawden",51
3323569612133,Fairy Tail 1,"Hiro Mashima, William Flanagan",51
3323738214000,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",7
3324264653762,Twelve Years a Slave,Solomon Northup,50
3325584228875,"Lover Avenged, part one",J.R. Ward,635
3326450821306,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,56
3326788424546,Infidel,Ayaan Hirsi Ali,35
3326799044689,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,14
3327825244552,The Twelve,Justin Cronin,72
3332291065211,The Diamond Age,Neal Stephenson,24
3333026116625,A Canticle for Leibowitz,Walter M. Miller Jr.,51
3333443313557,Brooklyn,Colm Teiben,74
3333619946915,Wither,Lauren DeStefano,93
3342842209817,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,918
3344486656005,Crossroads of Twilight,Robert Jordan,139
3346064852748,The Red Badge of Courage,Stephen Crane,36
3346390543064,What If,Randall Munroe,87
3348380882391,Gardens of the Moon,Steven Erikson,73
3359611417985,A Bruxa de Portobello,Paulo Coelho,104
3359788620627,A Swiftly Tilting Planet,Madeleine L'Engle,62
3360191115602,Gregor the Overlander,Suzanne Collins,58
3364362541420,Sing You Home,Jodi Picoult,27
3367297889849,The Tale of the Body Thief,Anne Rice,7
3369148107762,The Camel Club,David Baldacci,49
3370416441665,Saving The World and Other Extreme Sports,James Patterson,90
3370538927158,Blood of the Fold,Terry Goodkind,112
3370677219795,The Boleyn Inheritance,Philippa Gregory,46
3371737513697,A Spool of Blue Thread,Anne Tyler,146
3374381005990,The Underground Railroad,Colson Whitehead,61
3375823614359,Masquerade,Melissa de la Cruz,66
3377592964665,The Iron Queen,Julie Kagawa,31
3378177717383,Losing It,Cora Carmack,61
3378246574611,The Racketeer,John Grisham,41
3379033127711,Disgrace,J.M. Coetzee,154
3379124832715,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",116
3382474745752,The Black Prism,Brent Weeks,58
3386415791781,The Mermaid Chair,Sue Monk Kidd,602
3394300834040,Frog and Toad Are Friends,Arnold Lobel,22
3400950331381,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",56
3401470693750,Heist Society,Ally Carter,749
3402149356969,Behind Closed Doors,B.A. Paris,46
3402818042678,The Killer Angels,Michael Shaara,86
3402944933054,Circus of the Damned ,Laurell K. Hamilton,57
3404630432856,Ptolemy's Gate,Jonathan Stroud,103
3405869212995,The Island of Dr. Moreau,H.G. Wells,75
3408577753501,Opal,Jennifer L. Armentrout,264
3409772114649,Zeitoun,Dave Eggers,58
3410616516870,Out of My Mind,Sharon M. Draper,118
3410820419103,Rapture,Lauren Kate,423
3411795349018,Switched,Amanda Hocking,86
3417970939679,Confess,Colleen Hoover,44
3417981800960,Pines,Blake Crouch,30
3418382624843,Disclosure,Michael Crichton,55
3420248611049,Death Comes to Pemberley,P.D. James,800
3427725268121,Ethan Frome,Edith Wharton,59
3429016590988,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",64
3429167807540,It Ends with Us,Colleen Hoover,133
3432267972223,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",20
3444336098661,The Electric Kool-Aid Acid Test,Tom Wolfe,75
3448489035467,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",52
3449984696204,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",65
3454055785483,A Painted House,John Grisham,90
3454985891816,The Left Hand of Darkness,"Ursula K. Le Guin, Lech J",73
3458815679786,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",57
3459190013733,"Full Dark, No Stars",Stephen King,76
3464296544285,Being Mortal: Medicine and What Matters in the End,Atul Gawande,47
